"Header","Principal Entity Name"
"172586","Citizens Urban Cooperative Bank Ltd"
"173173","Pinnacle Tele Services Private Limited"
"174174","Pinnacle Tele Services Private Limited"
"174761","ICICI PRUDENTIAL ASSET MANAGEMENT COMPANY LIMITED"
"174762","ICICI PRUDENTIAL ASSET MANAGEMENT COMPANY LIMITED"
"175175","Pinnacle Tele Services Private Limited"
"176176","Pinnacle Tele Services Private Limited"
"176746","Just Apps Pvt Ltd"
"177177","Airtel Payments Bank Limited"
"177666","INDOSTAR CAPITAL FINANCE LIMITED"
"177771","Pinnacle Tele Services Private Limited"
"177776","PAISABAZAAR MARKETING AND CONSULTING PRIVATE LIMITED"
"177777","Shriram General Insurance Company Limited"
"177778","PAISABAZAAR MARKETING AND CONSULTING PRIVATE LIMITED"
"177999","Shriram General Insurance Company Limited"
"178178","Pinnacle Tele Services Private Limited"
"178678","QUALITYSMS COMMUNICATION LLP"
"178787","MANAPPURAM FINANCE LTD"
"179179","Pinnacle Tele Services Private Limited"
"180000","PAISABAZAAR MARKETING AND CONSULTING PRIVATE LIMITED"
"180008","BAJAJ FINANCE LIMITED"
"180012","AU SMALL FINANCE BANK LIMITED"
"180025","Xiaomi Communications and Logistics India Private Limited"
"180180","Pinnacle Tele Services Private Limited"
"180224","The KARNATAKA BANK LIMITED"
"180597","SREE BANASHANKARI MAHILA COOPERATIVE BANK LTD"
"180697","SHRI SHIDDESHWAR CO"
"180797","MAHAVEER CO OP URBAN BANK LTD"
"180897","THE UDUPI CO OPERATIVE TOWN BANK LTD"
"180942","RAJKOT PEOPLES CO"
"181181","Pinnacle Tele Services Private Limited"
"181200","AU SMALL FINANCE BANK LIMITED"
"181212","AU SMALL FINANCE BANK LIMITED"
"181818","FEDERAL BANK"
"181964","The Goa Urban Coop Bank Ltd"
"182182","Pinnacle Tele Services Private Limited"
"183183","Pinnacle Tele Services Private Limited"
"184001","THE MOGAVEERA COOPERATIVE BANK LTD"
"184184","Pinnacle Tele Services Private Limited"
"184489","Impact Guru Technology Ventures Pvt Ltd"
"184761","ICICI PRUDENTIAL ASSET MANAGEMENT COMPANY LIMITED"
"184762","ICICI PRUDENTIAL ASSET MANAGEMENT COMPANY LIMITED"
"185185","Pinnacle Tele Services Private Limited"
"185241","VIKAS SAHAKARI BANK LTD SOLAPUR"
"185858","Lifefront Cover Private Limited"
"186186","Pinnacle Tele Services Private Limited"
"186868","Lifefront Cover Private Limited"
"187187","Pinnacle Tele Services Private Limited"
"188000","Indiabulls Asset Management Company Limited"
"188158","RIGHTSTART BUSINESS PRIVATE LIMITED"
"188188","Pinnacle Tele Services Private Limited"
"188777","PAISABAZAAR MARKETING AND CONSULTING PRIVATE LIMITED"
"188881","Pinnacle Tele Services Private Limited"
"188887","PAISABAZAAR MARKETING AND CONSULTING PRIVATE LIMITED"
"188888","DCB Bank Limited"
"188889","PAISABAZAAR MARKETING AND CONSULTING PRIVATE LIMITED"
"189000","Indiabulls integrated services limited"
"189189","Pinnacle Tele Services Private Limited"
"189654","Aditya Birla Sun Life Insurance Company Limited"
"189766","Kotak Mahindra Bank Ltd"
"190000","DCB Bank Limited"
"190190","Pinnacle Tele Services Private Limited"
"190222","STARDOMM MEDIA"
"190601","THE COSMOS CO"
"190909","AADINIRA CONSULTANTS PVT LTD"
"191040","ACE ENTERPRISE"
"191070","ANIL KRISHNA WAGHALEKAR"
"191071","ANIL KRISHNA WAGHALEKAR"
"191084","SHCIL SERVICES LIMITED"
"191191","Pinnacle Tele Services Private Limited"
"191600","The Karur Vysya Bank Limited"
"191607","The Karur Vysya Bank Limited"
"191911","HDB FINANCIAL SERVICES LIMITED"
"191919","PaySense Services India Pvt Ltd"
"192152","MARUTI INSURANCE BROKING PRIVATE LIMITE"
"192192","Pinnacle Tele Services Private Limited"
"192252","Pinnacle Tele Services Private Limited"
"192518","Gopinath Patil Parsik Janata Sahakari Bank"
"192860","The Urban Co"
"193193","Pinnacle Tele Services Private Limited"
"194194","Pinnacle Tele Services Private Limited"
"195195","Pinnacle Tele Services Private Limited"
"196036","BHADRADRI CO"
"196061","Bharosepe Technology Services Private Limited"
"196196","Pinnacle Tele Services Private Limited"
"197000","iNDIABULLS RURAL FINANCE PRIVATE LIMITED"
"197197","Pinnacle Tele Services Private Limited"
"198198","Pinnacle Tele Services Private Limited"
"198600","Stock Holding Corporation of India Limited"
"198700","Indiabulls housing finance limited"
"198765","SHRIRAM CITY UNION FINANCE LIMITED"
"198986","Marwadi Shares and Finance Ltd."
"199111","PAISABAZAAR MARKETING AND CONSULTING PRIVATE LIMITED"
"199199","DCB Bank Limited"
"199222","PAISABAZAAR MARKETING AND CONSULTING PRIVATE LIMITED"
"199302","Purple Commodities & Forex"
"199333","PAISABAZAAR MARKETING AND CONSULTING PRIVATE LIMITED"
"199444","PAISABAZAAR MARKETING AND CONSULTING PRIVATE LIMITED"
"199555","PAISABAZAAR MARKETING AND CONSULTING PRIVATE LIMITED"
"199666","PAISABAZAAR MARKETING AND CONSULTING PRIVATE LIMITED"
"199705","Indapur Urban Co"
"199777","PAISABAZAAR MARKETING AND CONSULTING PRIVATE LIMITED"
"199802","THE ADARSH CO OPERATIVE URBAN BANK LTD"
"199888","PAISABAZAAR MARKETING AND CONSULTING PRIVATE LIMITED"
"199977","Shriram General Insurance Company Limited"
"199991","Pinnacle Tele Services Private Limited"
"199998","PAISABAZAAR MARKETING AND CONSULTING PRIVATE LIMITED"
"199999","A&A DUKAAN FINANCIAL SERVICES PRIVATE LIMITED"
"200000","Shoonya Connections Pvt Ltd"
"200002","OYO Apartment Investments LLP"
"200091","Indiagrid Analytiks LLP"
"200200","Pinnacle Tele Services Private Limited"
"200262","POLICYBAZAAR INSURANCE WEB AGGREGATOR PRIVATE LIMITED"
"201201","Pinnacle Tele Services Private Limited"
"202020","SCOUT SPACE SOFTWARE PRIVATE LIMITED"
"202202","Pinnacle Tele Services Private Limited"
"203203","Pinnacle Tele Services Private Limited"
"204204","Pinnacle Tele Services Private Limited"
"204516","Vsan infrastructure pvt ltd"
"204525","Vsan infrastructure pvt ltd"
"204534","Vsan infrastructure pvt ltd"
"204543","Vsan infrastructure pvt ltd"
"204552","Vsan infrastructure pvt ltd"
"204561","Vsan infrastructure pvt ltd"
"205205","Pinnacle Tele Services Private Limited"
"205738","POLICYBAZAAR INSURANCE WEB AGGREGATOR PRIVATE LIMITED"
"206206","Pinnacle Tele Services Private Limited"
"207207","Pinnacle Tele Services Private Limited"
"207771","RAJEEV JAIN"
"208208","Pinnacle Tele Services Private Limited"
"209209","Pinnacle Tele Services Private Limited"
"210101","GLOBAL INFRA DEVELOPERS"
"210209","Square Yards Consulting Pvt Ltd"
"210210","Pinnacle Tele Services Private Limited"
"211003","SAIRUNG DEVELOPERS AND PROMOTERS PVT LTD"
"211111","NARNOLIA SALES AND AUCTION PVT LTD"
"211211","Pinnacle Tele Services Private Limited"
"211631","APARNA CONSTRUCTIONS AND ESTATES PRIVATE LIMITED"
"211633","APARNA CONSTRUCTIONS AND ESTATES PRIVATE LIMITED"
"211663","APARNA CONSTRUCTIONS AND ESTATES PRIVATE LIMITED"
"212121","WAVE ONE PRIVATE LIMITED"
"212212","Pinnacle Tele Services Private Limited"
"213213","Pinnacle Tele Services Private Limited"
"214214","Pinnacle Tele Services Private Limited"
"215215","Pinnacle Tele Services Private Limited"
"216216","Pinnacle Tele Services Private Limited"
"217217","Pinnacle Tele Services Private Limited"
"218218","Pinnacle Tele Services Private Limited"
"219219","Pinnacle Tele Services Private Limited"
"220006","Abhinav IT Solutions Pvt Ltd"
"220220","Pinnacle Tele Services Private Limited"
"221100","Abhinav IT Solutions Pvt Ltd"
"221221","Pinnacle Tele Services Private Limited"
"221222","Pinnacle Tele Services Private Limited"
"221322","Pinnacle Tele Services Private Limited"
"221422","Pinnacle Tele Services Private Limited"
"221452","OS Infosolutions Private Limited"
"221522","Pinnacle Tele Services Private Limited"
"221622","Pinnacle Tele Services Private Limited"
"221722","Pinnacle Tele Services Private Limited"
"221822","Pinnacle Tele Services Private Limited"
"221922","Pinnacle Tele Services Private Limited"
"222022","Pinnacle Tele Services Private Limited"
"222030","AGROCORP LANDBASE PVT. LTD."
"222110","Fanatical Technologies Private Limited"
"222122","Pinnacle Tele Services Private Limited"
"222220","Pinnacle Tele Services Private Limited"
"222221","Pinnacle Tele Services Private Limited"
"222222","OMAXE LIMITED"
"222223","Pinnacle Tele Services Private Limited"
"222224","Pinnacle Tele Services Private Limited"
"222225","Pinnacle Tele Services Private Limited"
"222226","Pinnacle Tele Services Private Limited"
"222227","Pinnacle Tele Services Private Limited"
"222228","Pinnacle Tele Services Private Limited"
"222229","Pinnacle Tele Services Private Limited"
"222322","Pinnacle Tele Services Private Limited"
"222333","Stardotstar Software Ltd"
"222422","Pinnacle Tele Services Private Limited"
"222522","Pinnacle Tele Services Private Limited"
"222622","Pinnacle Tele Services Private Limited"
"222722","Pinnacle Tele Services Private Limited"
"222822","Pinnacle Tele Services Private Limited"
"222922","Pinnacle Tele Services Private Limited"
"223022","Pinnacle Tele Services Private Limited"
"223122","Pinnacle Tele Services Private Limited"
"223222","Pinnacle Tele Services Private Limited"
"223223","Pinnacle Tele Services Private Limited"
"223322","Pinnacle Tele Services Private Limited"
"223344","Pinnacle Tele Services Private Limited"
"223422","Pinnacle Tele Services Private Limited"
"223522","Pinnacle Tele Services Private Limited"
"223622","Pinnacle Tele Services Private Limited"
"223722","Pinnacle Tele Services Private Limited"
"223822","Pinnacle Tele Services Private Limited"
"223922","Pinnacle Tele Services Private Limited"
"224022","Pinnacle Tele Services Private Limited"
"224122","Pinnacle Tele Services Private Limited"
"224222","Pinnacle Tele Services Private Limited"
"224224","Pinnacle Tele Services Private Limited"
"224322","Pinnacle Tele Services Private Limited"
"224422","Pinnacle Tele Services Private Limited"
"224466","VASTECH SOLUTIONS PRIVATE LIMITED"
"224522","Pinnacle Tele Services Private Limited"
"224552","Vsan infrastructure pvt ltd"
"224622","Pinnacle Tele Services Private Limited"
"224722","Pinnacle Tele Services Private Limited"
"224822","Pinnacle Tele Services Private Limited"
"224922","Pinnacle Tele Services Private Limited"
"225022","Pinnacle Tele Services Private Limited"
"225122","Pinnacle Tele Services Private Limited"
"225222","Pinnacle Tele Services Private Limited"
"225225","Pinnacle Tele Services Private Limited"
"225322","Pinnacle Tele Services Private Limited"
"225422","Pinnacle Tele Services Private Limited"
"225522","Pinnacle Tele Services Private Limited"
"225622","Pinnacle Tele Services Private Limited"
"225722","Pinnacle Tele Services Private Limited"
"225822","Pinnacle Tele Services Private Limited"
"225922","Pinnacle Tele Services Private Limited"
"226022","Pinnacle Tele Services Private Limited"
"226122","Pinnacle Tele Services Private Limited"
"226222","Pinnacle Tele Services Private Limited"
"226226","Pinnacle Tele Services Private Limited"
"226322","Pinnacle Tele Services Private Limited"
"226422","Pinnacle Tele Services Private Limited"
"226522","Pinnacle Tele Services Private Limited"
"226622","Pinnacle Tele Services Private Limited"
"226722","Pinnacle Tele Services Private Limited"
"226822","Pinnacle Tele Services Private Limited"
"226922","Pinnacle Tele Services Private Limited"
"227022","Pinnacle Tele Services Private Limited"
"227122","Pinnacle Tele Services Private Limited"
"227222","Pinnacle Tele Services Private Limited"
"227227","Pinnacle Tele Services Private Limited"
"227322","Pinnacle Tele Services Private Limited"
"227422","Pinnacle Tele Services Private Limited"
"227522","Pinnacle Tele Services Private Limited"
"227622","Pinnacle Tele Services Private Limited"
"227722","Pinnacle Tele Services Private Limited"
"227822","Pinnacle Tele Services Private Limited"
"227922","Pinnacle Tele Services Private Limited"
"228022","Pinnacle Tele Services Private Limited"
"228122","Pinnacle Tele Services Private Limited"
"228222","Pinnacle Tele Services Private Limited"
"228228","Pinnacle Tele Services Private Limited"
"228322","Pinnacle Tele Services Private Limited"
"228422","Pinnacle Tele Services Private Limited"
"228522","Pinnacle Tele Services Private Limited"
"228622","Pinnacle Tele Services Private Limited"
"228722","Pinnacle Tele Services Private Limited"
"228822","Pinnacle Tele Services Private Limited"
"228922","Pinnacle Tele Services Private Limited"
"229022","Pinnacle Tele Services Private Limited"
"229122","Pinnacle Tele Services Private Limited"
"229222","Pinnacle Tele Services Private Limited"
"229229","Pinnacle Tele Services Private Limited"
"229322","Pinnacle Tele Services Private Limited"
"229422","Pinnacle Tele Services Private Limited"
"229522","Pinnacle Tele Services Private Limited"
"229622","Pinnacle Tele Services Private Limited"
"229722","Pinnacle Tele Services Private Limited"
"229822","Pinnacle Tele Services Private Limited"
"229922","Pinnacle Tele Services Private Limited"
"230230","Pinnacle Tele Services Private Limited"
"231231","Pinnacle Tele Services Private Limited"
"231233","THE JALGAON PEOPLES CO"
"232232","Pinnacle Tele Services Private Limited"
"232804","BADJATYA JEWELLERS"
"233233","Pinnacle Tele Services Private Limited"
"234234","Pinnacle Tele Services Private Limited"
"234343","jaipur sms hub pvt ltd"
"234567","DWARKADHIS PROJECTS PRIVATE LIMITED"
"234666","Suyojit Infrastructure Private Limited"
"234888","Suyojit Infrastructure Private Limited"
"235235","Pinnacle Tele Services Private Limited"
"236236","Pinnacle Tele Services Private Limited"
"237237","Pinnacle Tele Services Private Limited"
"238238","Pinnacle Tele Services Private Limited"
"239239","Pinnacle Tele Services Private Limited"
"240240","Pinnacle Tele Services Private Limited"
"241241","Pinnacle Tele Services Private Limited"
"242242","Pinnacle Tele Services Private Limited"
"242424","Pinnacle Tele Services Private Limited"
"243243","Pinnacle Tele Services Private Limited"
"244244","Pinnacle Tele Services Private Limited"
"244444","Peninsula Land Limited"
"245245","Pinnacle Tele Services Private Limited"
"246246","Pinnacle Tele Services Private Limited"
"247247","Pinnacle Tele Services Private Limited"
"248248","Pinnacle Tele Services Private Limited"
"249201","RAJEEV JAIN"
"249202","RAJEEV JAIN"
"249249","Pinnacle Tele Services Private Limited"
"250250","Pinnacle Tele Services Private Limited"
"251251","Pinnacle Tele Services Private Limited"
"252252","Pinnacle Tele Services Private Limited"
"252525","Pinnacle Tele Services Private Limited"
"253253","Pinnacle Tele Services Private Limited"
"254254","Mahindra Integrated Business Solutions"
"255255","Pinnacle Tele Services Private Limited"
"255555","VGN PROJECTS ESTATES PVT LTD"
"256256","Pinnacle Tele Services Private Limited"
"257257","Pinnacle Tele Services Private Limited"
"258258","Pinnacle Tele Services Private Limited"
"259259","Pinnacle Tele Services Private Limited"
"260260","Pinnacle Tele Services Private Limited"
"261261","Pinnacle Tele Services Private Limited"
"262262","Pinnacle Tele Services Private Limited"
"262626","Pinnacle Tele Services Private Limited"
"263263","Pinnacle Tele Services Private Limited"
"264264","Pinnacle Tele Services Private Limited"
"265265","Pinnacle Tele Services Private Limited"
"266266","Pinnacle Tele Services Private Limited"
"267267","Pinnacle Tele Services Private Limited"
"268268","Pinnacle Tele Services Private Limited"
"269269","Pinnacle Tele Services Private Limited"
"270270","Pinnacle Tele Services Private Limited"
"271271","Pinnacle Tele Services Private Limited"
"271990","MY PROPERTY BOUTIQUE PRIVATE LIMITED"
"272272","Pinnacle Tele Services Private Limited"
"272727","Pinnacle Tele Services Private Limited"
"273273","Pinnacle Tele Services Private Limited"
"274274","Pinnacle Tele Services Private Limited"
"275275","Pinnacle Tele Services Private Limited"
"276276","Pinnacle Tele Services Private Limited"
"277277","Pinnacle Tele Services Private Limited"
"277777","AARAV PROPERTY POINT"
"278278","Pinnacle Tele Services Private Limited"
"278686","QUALITYSMS COMMUNICATION LLP"
"279279","Pinnacle Tele Services Private Limited"
"280280","Pinnacle Tele Services Private Limited"
"281281","Pinnacle Tele Services Private Limited"
"282282","Pinnacle Tele Services Private Limited"
"282828","Pinnacle Tele Services Private Limited"
"283283","Pinnacle Tele Services Private Limited"
"284284","Pinnacle Tele Services Private Limited"
"285285","Pinnacle Tele Services Private Limited"
"286286","Pinnacle Tele Services Private Limited"
"287287","Pinnacle Tele Services Private Limited"
"288288","Pinnacle Tele Services Private Limited"
"289289","Pinnacle Tele Services Private Limited"
"290290","Pinnacle Tele Services Private Limited"
"291291","Pinnacle Tele Services Private Limited"
"292252","Pinnacle Tele Services Private Limited"
"292292","Pinnacle Tele Services Private Limited"
"292929","Pinnacle Tele Services Private Limited"
"293293","Pinnacle Tele Services Private Limited"
"294294","Pinnacle Tele Services Private Limited"
"294954","AGI INFRA LTD."
"295295","Pinnacle Tele Services Private Limited"
"296296","Pinnacle Tele Services Private Limited"
"297297","Pinnacle Tele Services Private Limited"
"298298","Pinnacle Tele Services Private Limited"
"299299","Pinnacle Tele Services Private Limited"
"299999","INNUVIS SOLUTIONS PRIVATE LIMITED"
"300000","NIMT B SCHOOL FOUNDATION"
"300001","Symbiosis Open Education Society"
"300002","Symbiosis Open Education Society"
"300003","Focus4DCareerEducationPvt Ltd"
"300004","Symbiosis Open Education Society"
"300005","Symbiosis Open Education Society"
"300006","Symbiosis Open Education Society"
"300010","Acme Overseas"
"300300","NIMT B SCHOOL FOUNDATION"
"300778","Elpis Technology Solutions Private Limited"
"301301","Pinnacle Tele Services Private Limited"
"302302","Pinnacle Tele Services Private Limited"
"303030","DELHI PUBLIC SCHOOL GHAZIABAD SOCIETY"
"303132","RITNAND BALVED EDUCATION FOUNDATION(AMITY)"
"303303","Pinnacle Tele Services Private Limited"
"304304","Pinnacle Tele Services Private Limited"
"305305","Pinnacle Tele Services Private Limited"
"306306","Pinnacle Tele Services Private Limited"
"307307","Pinnacle Tele Services Private Limited"
"308308","Pinnacle Tele Services Private Limited"
"308928","NORTHERN SOFT ACADEMY PRIVATE LIMITED"
"309309","Pinnacle Tele Services Private Limited"
"310310","Pinnacle Tele Services Private Limited"
"310410","Aptech Limited"
"311091","Cheran Foundation Trust"
"311311","Edwise International LLP"
"312000","SRI AUROBINDO INSTITUTE OF MEDICAL SCIENCES"
"312123","Pathway Group"
"312300","SHANKAR IAS ACADEMY"
"312312","Pinnacle Tele Services Private Limited"
"312345","SAVEETHA INSTITUTE OF MEDICAL AND TECHNICAL SCIENCES"
"313131","Pinnacle Tele Services Private Limited"
"313213","Sunstone Education Technology Private Limited"
"313313","Pinnacle Tele Services Private Limited"
"313354","Muthuramalingam Kuncharavalli Educational Trust"
"313545","ACE ENGINEERING EDUCATION INDIA PRIVATE LIMITED"
"313582","ACE ENGINEERING EDUCATION INDIA PRIVATE LIMITED"
"314159","MADRAS SCHOOL OF ECONOMICS"
"314314","Pinnacle Tele Services Private Limited"
"315315","SHIKSHANA PRASARAKA MANDALI PUNE"
"316316","Pinnacle Tele Services Private Limited"
"317317","Pinnacle Tele Services Private Limited"
"317520","PRUDENTIAL INFOTECH LIMITED"
"318318","Pinnacle Tele Services Private Limited"
"318383","ACE AXIS"
"319319","Pinnacle Tele Services Private Limited"
"320047","EDUISFUN TECHNOLOGIES PRIVATE LIMITED"
"320320","Pinnacle Tele Services Private Limited"
"321123","Testbook Edu Solutions Private Limited"
"321321","Pinnacle Tele Services Private Limited"
"321456","BHAKTA KAVI NARSINH MEHTA UNIVERSITY"
"321477","IMS LEARNING RESOURCES PRIVATE LIMITED"
"322020","Tamroh Trading & Services Private Limited"
"322222","JRS Tutorials"
"322322","Edwise International LLP"
"322333","Stardotstar Software Ltd"
"322888","CYBERDAIRY SOLUTIONS"
"323232","Pinnacle Tele Services Private Limited"
